image,sample,n_vessel,n_pair,um_per_px,scale_method,status,error,review_png
21 (2).tif,21,6,1,0.217391,green_bar,ok,,21_(02)_左原图_右自动.png
21 (3).tif,21,6,1,0.217391,green_bar,ok,,21_(03)_左原图_右自动.png
21 (4).tif,21,6,0,0.217391,green_bar,ok,,21_(04)_左原图_右自动.png
21 (5).tif,21,5,0,0.217391,green_bar,ok,,21_(05)_左原图_右自动.png
21 (6).tif,21,5,0,0.217391,green_bar,ok,,21_(06)_左原图_右自动.png
21 (7).tif,21,5,1,0.217391,green_bar,ok,,21_(07)_左原图_右自动.png
21 (8).tif,21,5,0,0.217391,green_bar,ok,,21_(08)_左原图_右自动.png
22 (1).tif,22,4,0,0.217391,green_bar,ok,,22_(01)_左原图_右自动.png
22 (2).tif,22,6,0,0.217391,green_bar,ok,,22_(02)_左原图_右自动.png
22 (3).tif,22,6,0,0.217391,green_bar,ok,,22_(03)_左原图_右自动.png
22 (4).tif,22,6,0,0.217391,green_bar,ok,,22_(04)_左原图_右自动.png
22 (5).tif,22,8,1,0.217391,green_bar,ok,,22_(05)_左原图_右自动.png
22 (6).tif,22,5,0,0.217391,green_bar,ok,,22_(06)_左原图_右自动.png
22 (7).tif,22,6,1,0.217391,green_bar,ok,,22_(07)_左原图_右自动.png
22 (8).tif,22,8,1,0.217391,green_bar,ok,,22_(08)_左原图_右自动.png
23 (1).tif,23,5,0,0.217391,green_bar,ok,,23_(01)_左原图_右自动.png
23 (2).tif,23,4,0,0.217391,green_bar,ok,,23_(02)_左原图_右自动.png
23 (3).tif,23,5,1,0.217391,green_bar,ok,,23_(03)_左原图_右自动.png
23 (4).tif,23,6,0,0.217391,green_bar,ok,,23_(04)_左原图_右自动.png
23 (5).tif,23,5,1,0.217391,green_bar,ok,,23_(05)_左原图_右自动.png
23 (6).tif,23,4,0,0.217391,green_bar,ok,,23_(06)_左原图_右自动.png
23 (7).tif,23,8,1,0.217391,green_bar,ok,,23_(07)_左原图_右自动.png
23 (8).tif,23,6,1,0.217391,green_bar,ok,,23_(08)_左原图_右自动.png
24 (1).tif,24,4,1,0.217391,green_bar,ok,,24_(01)_左原图_右自动.png
24 (2).tif,24,6,1,0.217391,green_bar,ok,,24_(02)_左原图_右自动.png
24 (3).tif,24,8,1,0.217391,green_bar,ok,,24_(03)_左原图_右自动.png
24 (4).tif,24,8,1,0.217391,green_bar,ok,,24_(04)_左原图_右自动.png
24 (5).tif,24,9,2,0.217391,green_bar,ok,,24_(05)_左原图_右自动.png
24 (6).tif,24,6,0,0.217391,green_bar,ok,,24_(06)_左原图_右自动.png
24 (7).tif,24,8,1,0.217391,green_bar,ok,,24_(07)_左原图_右自动.png
24 (8).tif,24,8,1,0.217391,green_bar,ok,,24_(08)_左原图_右自动.png
25 (1).tif,25,2,1,0.217391,green_bar,ok,,25_(01)_左原图_右自动.png
25 (2).tif,25,3,0,0.217391,green_bar,ok,,25_(02)_左原图_右自动.png
25 (3).tif,25,4,0,0.217391,green_bar,ok,,25_(03)_左原图_右自动.png
25 (4).tif,25,4,1,0.217391,green_bar,ok,,25_(04)_左原图_右自动.png
25 (5).tif,25,2,0,0.217391,green_bar,ok,,25_(05)_左原图_右自动.png
25 (6).tif,25,6,1,0.217391,green_bar,ok,,25_(06)_左原图_右自动.png
25 (7).tif,25,4,1,0.217391,green_bar,ok,,25_(07)_左原图_右自动.png
25 (8).tif,25,6,0,0.217391,green_bar,ok,,25_(08)_左原图_右自动.png
26 (1).tif,26,4,0,0.217391,green_bar,ok,,26_(01)_左原图_右自动.png
26 (2).tif,26,5,1,0.217391,green_bar,ok,,26_(02)_左原图_右自动.png
26 (3).tif,26,6,0,0.217391,green_bar,ok,,26_(03)_左原图_右自动.png
26 (4).tif,26,9,1,0.217391,green_bar,ok,,26_(04)_左原图_右自动.png
26 (5).tif,26,4,1,0.217391,green_bar,ok,,26_(05)_左原图_右自动.png
26 (6).tif,26,8,1,0.217391,green_bar,ok,,26_(06)_左原图_右自动.png
26 (7).tif,26,6,0,0.217391,green_bar,ok,,26_(07)_左原图_右自动.png
26 (8).tif,26,4,0,0.217391,green_bar,ok,,26_(08)_左原图_右自动.png
27 (1).tif,27,6,0,0.217391,green_bar,ok,,27_(01)_左原图_右自动.png
27 (2).tif,27,6,0,0.217391,green_bar,ok,,27_(02)_左原图_右自动.png
27 (3).tif,27,4,0,0.217391,green_bar,ok,,27_(03)_左原图_右自动.png
27 (4).tif,27,4,0,0.217391,green_bar,ok,,27_(04)_左原图_右自动.png
27 (5).tif,27,6,0,0.217391,green_bar,ok,,27_(05)_左原图_右自动.png
27 (6).tif,27,9,1,0.217391,green_bar,ok,,27_(06)_左原图_右自动.png
27 (7).tif,27,4,0,0.217391,green_bar,ok,,27_(07)_左原图_右自动.png
28 (1).tif,28,0,0,0.217391,green_bar,ok,,28_(01)_左原图_右自动.png
28 (2).tif,28,2,1,0.217391,green_bar,ok,,28_(02)_左原图_右自动.png
28 (3).tif,28,4,1,0.217391,green_bar,ok,,28_(03)_左原图_右自动.png
28 (4).tif,28,2,0,0.217391,green_bar,ok,,28_(04)_左原图_右自动.png
28 (5).tif,28,3,0,0.217391,green_bar,ok,,28_(05)_左原图_右自动.png
28 (6).tif,28,3,0,0.217391,green_bar,ok,,28_(06)_左原图_右自动.png
28 (7).tif,28,2,0,0.217391,green_bar,ok,,28_(07)_左原图_右自动.png
28 (8).tif,28,2,1,0.217391,green_bar,ok,,28_(08)_左原图_右自动.png
29 (1).tif,29,3,1,0.217391,green_bar,ok,,29_(01)_左原图_右自动.png
29 (2).tif,29,8,1,0.217391,green_bar,ok,,29_(02)_左原图_右自动.png
29 (3).tif,29,4,0,0.217391,green_bar,ok,,29_(03)_左原图_右自动.png
29 (4).tif,29,4,0,0.217391,green_bar,ok,,29_(04)_左原图_右自动.png
29 (5).tif,29,8,1,0.217391,green_bar,ok,,29_(05)_左原图_右自动.png
29 (6).tif,29,3,0,0.217391,green_bar,ok,,29_(06)_左原图_右自动.png
29 (7).tif,29,6,0,0.217391,green_bar,ok,,29_(07)_左原图_右自动.png
29 (8).tif,29,5,0,0.217391,green_bar,ok,,29_(08)_左原图_右自动.png
29 (9).tif,29,3,1,0.217391,green_bar,ok,,29_(09)_左原图_右自动.png
30 (1).tif,30,6,1,0.217391,green_bar,ok,,30_(01)_左原图_右自动.png
30 (2).tif,30,3,1,0.217391,green_bar,ok,,30_(02)_左原图_右自动.png
30 (3).tif,30,6,0,0.217391,green_bar,ok,,30_(03)_左原图_右自动.png
30 (4).tif,30,8,1,0.217391,green_bar,ok,,30_(04)_左原图_右自动.png
30 (5).tif,30,3,0,0.217391,green_bar,ok,,30_(05)_左原图_右自动.png
30 (6).tif,30,8,1,0.217391,green_bar,ok,,30_(06)_左原图_右自动.png
30 (7).tif,30,5,1,0.217391,green_bar,ok,,30_(07)_左原图_右自动.png
30 (8).tif,30,7,1,0.217391,green_bar,ok,,30_(08)_左原图_右自动.png
30 (9).tif,30,8,1,0.217391,green_bar,ok,,30_(09)_左原图_右自动.png
31 (1).tif,31,3,1,0.217391,green_bar,ok,,31_(01)_左原图_右自动.png
31 (2).tif,31,5,0,0.217391,green_bar,ok,,31_(02)_左原图_右自动.png
31 (3).tif,31,5,1,0.217391,green_bar,ok,,31_(03)_左原图_右自动.png
31 (4).tif,31,4,0,0.217391,green_bar,ok,,31_(04)_左原图_右自动.png
31 (5).tif,31,8,1,0.217391,green_bar,ok,,31_(05)_左原图_右自动.png
31 (6).tif,31,8,2,0.217391,green_bar,ok,,31_(06)_左原图_右自动.png
31 (7).tif,31,3,1,0.217391,green_bar,ok,,31_(07)_左原图_右自动.png
31 (8).tif,31,5,1,0.217391,green_bar,ok,,31_(08)_左原图_右自动.png
32 (1).tif,32,2,1,0.217391,green_bar,ok,,32_(01)_左原图_右自动.png
32 (2).tif,32,6,1,0.217391,green_bar,ok,,32_(02)_左原图_右自动.png
32 (3).tif,32,6,1,0.217391,green_bar,ok,,32_(03)_左原图_右自动.png
32 (4).tif,32,5,0,0.217391,green_bar,ok,,32_(04)_左原图_右自动.png
32 (5).tif,32,9,1,0.217391,green_bar,ok,,32_(05)_左原图_右自动.png
32 (6).tif,32,3,1,0.217391,green_bar,ok,,32_(06)_左原图_右自动.png
32 (7).tif,32,2,0,0.217391,green_bar,ok,,32_(07)_左原图_右自动.png
32 (8).tif,32,3,1,0.217391,green_bar,ok,,32_(08)_左原图_右自动.png
33 (1).tif,33,8,1,0.217391,green_bar,ok,,33_(01)_左原图_右自动.png
33 (2).tif,33,4,0,0.217391,green_bar,ok,,33_(02)_左原图_右自动.png
33 (3).tif,33,6,0,0.217391,green_bar,ok,,33_(03)_左原图_右自动.png
33 (4).tif,33,6,0,0.217391,green_bar,ok,,33_(04)_左原图_右自动.png
33 (5).tif,33,3,0,0.217391,green_bar,ok,,33_(05)_左原图_右自动.png
33 (6).tif,33,9,1,0.217391,green_bar,ok,,33_(06)_左原图_右自动.png
33 (7).tif,33,7,1,0.217391,green_bar,ok,,33_(07)_左原图_右自动.png
33 (8).tif,33,5,0,0.217391,green_bar,ok,,33_(08)_左原图_右自动.png
34 (1).tif,34,5,0,0.217391,green_bar,ok,,34_(01)_左原图_右自动.png
34 (2).tif,34,7,1,0.217391,green_bar,ok,,34_(02)_左原图_右自动.png
34 (3).tif,34,5,0,0.217391,green_bar,ok,,34_(03)_左原图_右自动.png
34 (4).tif,34,2,0,0.217391,green_bar,ok,,34_(04)_左原图_右自动.png
34 (5).tif,34,7,1,0.217391,green_bar,ok,,34_(05)_左原图_右自动.png
34 (6).tif,34,4,1,0.217391,green_bar,ok,,34_(06)_左原图_右自动.png
34 (7).tif,34,7,1,0.217391,green_bar,ok,,34_(07)_左原图_右自动.png
34 (8).tif,34,4,1,0.217391,green_bar,ok,,34_(08)_左原图_右自动.png
35 (1).tif,35,5,0,0.217391,green_bar,ok,,35_(01)_左原图_右自动.png
35 (2).tif,35,6,1,0.217391,green_bar,ok,,35_(02)_左原图_右自动.png
35 (3).tif,35,8,1,0.217391,green_bar,ok,,35_(03)_左原图_右自动.png
35 (4).tif,35,6,1,0.217391,green_bar,ok,,35_(04)_左原图_右自动.png
35 (5).tif,35,4,0,0.217391,green_bar,ok,,35_(05)_左原图_右自动.png
35 (6).tif,35,5,1,0.217391,green_bar,ok,,35_(06)_左原图_右自动.png
35 (7).tif,35,8,1,0.217391,green_bar,ok,,35_(07)_左原图_右自动.png
35 (8).tif,35,3,1,0.217391,green_bar,ok,,35_(08)_左原图_右自动.png
36 (1).tif,36,8,1,0.217391,green_bar,ok,,36_(01)_左原图_右自动.png
36 (2).tif,36,4,1,0.217391,green_bar,ok,,36_(02)_左原图_右自动.png
36 (3).tif,36,6,1,0.217391,green_bar,ok,,36_(03)_左原图_右自动.png
36 (4).tif,36,5,0,0.217391,green_bar,ok,,36_(04)_左原图_右自动.png
36 (5).tif,36,4,1,0.217391,green_bar,ok,,36_(05)_左原图_右自动.png
36 (6).tif,36,5,0,0.217391,green_bar,ok,,36_(06)_左原图_右自动.png
36 (7).tif,36,4,0,0.217391,green_bar,ok,,36_(07)_左原图_右自动.png
36 (8).tif,36,8,1,0.217391,green_bar,ok,,36_(08)_左原图_右自动.png
37 (1).tif,37,3,0,0.217391,green_bar,ok,,37_(01)_左原图_右自动.png
37 (2).tif,37,6,0,0.217391,green_bar,ok,,37_(02)_左原图_右自动.png
37 (3).tif,37,6,0,0.217391,green_bar,ok,,37_(03)_左原图_右自动.png
37 (4).tif,37,5,1,0.217391,green_bar,ok,,37_(04)_左原图_右自动.png
37 (5).tif,37,3,0,0.217391,green_bar,ok,,37_(05)_左原图_右自动.png
37 (6).tif,37,6,1,0.217391,green_bar,ok,,37_(06)_左原图_右自动.png
37 (7).tif,37,4,1,0.217391,green_bar,ok,,37_(07)_左原图_右自动.png
