filename,sample_id,view_id,magnification,radius_um,xylem_um,phloem_um,bark_um,backend,similar_ref,sim_vs_manual
45-1 2X.jpg,45,1,2,1566.0592255125282,843.9189795869642,285.6937766772724,59.453302961275774,yolo,,0.8540
45-2 4X.jpg,45,2,4,1657.0743405275778,867.2184854903162,300.3474617518904,61.450839328537114,yolo,,0.8263
45-3   4X.jpg,45,3,4,1616.4705882352941,942.800648033635,244.14052843695265,62.47058823529409,yolo,,0.8145
46-1 2X.jpg,46,1,2,2759.681093394077,1678.7446487523468,416.016171293212,110.2505694760818,yolo,,0.8124
46-2 4X.jpg,46,2,4,2345.4106280193237,804.2987422242753,374.59618531195673,62.047101449275466,yolo,,0.6098
46-3  4X.jpg,46,3,4,2750.606796116504,1793.2349150984894,438.8039198529668,117.4757281553397,yolo,,0.7340
47-1 2X.jpg,47,1,2,2234.624145785877,1327.3015700437807,357.379523350296,88.66742596810954,yolo,,0.8073
47-2 4X.jpg,47,2,4,2253.623188405797,1227.7184593042211,410.68733779722817,86.23188405797109,yolo,,0.8397
47-3   4X.jpg,47,3,4,2383.454106280193,1438.6228606349634,355.2479123118964,94.41425120772921,yolo,,0.7433
48-1 2X.jpg,48,1,2,1689.066059225513,928.9522995454004,347.8130763088135,67.19817767653758,yolo,,0.9185
48-2 4X.jpg,48,2,4,1801.9323671497584,1028.307496249647,401.28187573102815,75.24154589372006,yolo,,0.8612
48-3   4X.jpg,48,3,4,1640.096618357488,881.9740157441685,345.1093175891651,64.58333333333334,yolo,,0.8626
49-1 2X.jpg,49,1,2,2625.2847380410026,1608.9360048915414,419.82253724968774,106.77676537585428,yolo,,0.8851
49-2  4X.jpg,49,2,4,2774.154589371981,1682.048424462384,480.69312143133624,113.82850241545913,yolo,,0.7916
49-3   4X.jpg,49,3,4,2028.3816425120774,1496.7994823088115,394.59544522742067,99.54710144927517,yolo,,0.7644
50-1 2X.jpg,50,1,2,2178.8154897494305,1011.5611618710658,310.7185773196563,76.35351821246697,yolo,,0.8500
50-2 4X.jpg,50,2,4,2096.0144927536235,846.1697429887934,317.23605411265584,61.23188405797105,yolo,,0.7320
50-3   4X.jpg,50,3,4,2163.6473429951693,1256.4740785289216,307.92809538412155,82.33695652173918,yolo,,0.7429
51-1 2X.jpg,51,1,2,1551.2528473804098,831.3226718017012,240.94384300467675,56.435079726651594,yolo,,0.9199
51-2 4X.jpg,51,2,4,1620.1690821256043,825.2531093621573,277.3435089953309,58.03140096618356,yolo,,0.7556
51-3  4X.jpg,51,3,4,1671.497584541063,841.9910613753544,281.2577308951769,59.118357487922815,yolo,,0.8758
52-1 2X.jpg,52,1,2,2117.312072892939,1227.0821869974075,275.82214102081497,79.10022779043314,yolo,,0.5866
52-2  4X.jpg,52,2,4,2444.4444444444443,1424.0865625567733,337.0849350277676,92.6932367149759,yolo,,0.8382
52-3  4X.jpg,52,3,4,1950.4830917874397,1212.747835876123,294.28718827846666,79.31763285024142,yolo,,0.6315
53-1 2X.jpg,53,1,2,1588.838268792711,907.9218789346543,236.18443637822065,149.74334300147586,yolo,,0.9166
53-2 4X.jpg,53,2,4,1861.7149758454107,1010.5761119301674,255.44075887415772,111.39858813287309,yolo,,0.8324
53-3  4X.jpg,53,3,4,1966.787439613526,1224.4720903466653,241.08868748237654,96.03342506950897,yolo,,0.8771
54-1 2X.jpg,54,1,2,1636.6742596810934,863.0063307289371,208.76640186827473,167.4072218447017,yolo,,0.9110
54-2 4X.jpg,54,2,4,1748.792270531401,973.3417101744126,233.18781408702833,80.3062245308297,yolo,,0.8275
54-3 4X.jpg,54,3,4,1647.3429951690825,888.9588074542639,205.03273843945612,57.578502415458864,yolo,,0.8273
55-1 2X.jpg,55,1,2,2601.366742596811,1659.4852674640717,371.2883434219434,119.56807476318725,yolo,,0.8019
55-2 4X.jpg,55,2,4,2762.68115942029,1453.8798071893202,407.6842024725154,97.97705314009676,yolo,,0.6769
55-3 4X.jpg,55,3,4,2780.193236714976,1867.961368473519,381.9782450530514,118.41787439613499,yolo,,0.6120
56-1 2X.jpg,56,1,2,2468.109339407744,1505.040436365355,336.3274828424713,101.68447259171808,yolo,,0.7269
56-2 4X.jpg,56,2,4,2388.888888888889,809.3267121924941,297.2856066480856,58.24275362318853,yolo,,0.6583
56-3  4X.jpg,56,3,4,2446.256038647343,1416.4132754817044,370.57343949414064,94.05193236714965,yolo,,0.7051
57-1 2X.jpg,57,1,2,1904.3280182232345,1048.1296099134424,239.1302692726529,126.17975634921221,yolo,,0.9052
57-2 4X.jpg,57,2,4,2028.985507246377,1112.041227825789,258.0551636650795,120.84563749463882,yolo,,0.8424
57-3 4X.jpg,57,3,4,1929.951690821256,1091.490516561447,293.35247860763485,72.8864734299517,yolo,,0.8473
58-1 2X.jpg,58,1,2,2753.986332574031,1961.2477588276395,321.78185392862486,120.15945330296111,yolo,,0.8636
58-2 4X.jpg,58,2,4,2867.7536231884055,1473.239255586749,348.7414207417533,95.89371980676353,yolo,,0.6397
58-3 4X.jpg,58,3,4,2885.869565217391,1687.6245432265332,344.33308531365594,114.78150189459373,yolo,,0.6904
59-1 2X.jpg,59,1,2,2563.7813211845096,1732.0407280018521,372.45813304598363,110.76309794988603,yolo,,0.7140
59-2   4X.jpg,59,2,4,2656.400966183575,1875.65194260442,330.1149656081409,116.092995169082,yolo,,0.7464
59-3  4X.jpg,59,3,4,2682.971014492753,1088.0334524692385,398.92306926989215,78.2608695652173,yolo,,0.5974
60-1 2X.jpg,60,1,2,1719.8177676537584,1049.257414199734,266.3919814904105,87.53967036908075,yolo,,0.8268
60-2 4X.jpg,60,2,4,1809.1787439613527,864.1666174671569,275.71864823332584,59.993961352657166,yolo,,0.8094
60-3  4X.jpg,60,3,4,1889.492753623189,1105.0146337569818,265.48657397248707,72.13164251207719,yolo,,0.8540
